run,c8_over_f4_TeV4,c6_over_f2_TeV2,observable,no_daisy,with_daisy,relative_difference
run05,0.0,3.4101010101010103,alpha,0.0414950887454748,0.0372315907937817,-0.10274704984594227
run05,0.0,3.4141414141414144,alpha,0.0422166275067302,0.0377699843496663,-0.10532918946107218
run05,0.0,3.4181818181818184,alpha,0.0427201709887897,0.0382662485829286,-0.10425806598550051
run05,0.0,3.4222222222222225,alpha,0.0433157179311802,0.0387918702789714,-0.10443893967996248
run05,0.0,3.4262626262626266,alpha,0.0439958564802956,0.0393488006907703,-0.10562485109493384
run05,0.0,3.43030303030303,alpha,0.0446930521791735,0.0399079129069439,-0.10706673719767625
run05,0.0,3.4343434343434343,alpha,0.0454148885848882,0.0405515159861303,-0.10708762589315673
run05,0.0,3.4383838383838383,alpha,0.0460249353929652,0.0411245577515725,-0.10647223292228046
run05,0.0,3.4424242424242424,alpha,0.0467962045789397,0.0417284046721149,-0.10829510539206266
run05,0.0,3.4464646464646465,alpha,0.0475750213704288,0.0423452014328492,-0.10992785261953239
run05,0.0,3.4505050505050505,alpha,0.0483172178801035,0.0430368986380639,-0.10928442227659758
run05,0.0,3.4545454545454546,alpha,0.0490705892657129,0.0437229495720518,-0.10897850980969692
run05,0.0,3.4585858585858587,alpha,0.0498308772846681,0.0443937980000145,-0.1091106474725154
run05,0.0,3.4626262626262627,alpha,0.0506793486515641,0.0451114030084179,-0.10986616425217925
run05,0.0,3.466666666666667,alpha,0.0514859938592334,0.0458861880760548,-0.10876367266967576
run05,0.0,3.470707070707071,alpha,0.0523747706984682,0.0465996663467377,-0.11026500497689827
run05,0.0,3.474747474747475,alpha,0.053212550565278,0.0473999307381076,-0.10923400147940329
run05,0.0,3.478787878787879,alpha,0.054146963820862,0.0483475935515662,-0.10710425590033539
run05,0.0,3.482828282828283,alpha,0.0550114439740992,0.0492133209613469,-0.10539848791248235
run05,0.0,3.486868686868687,alpha,0.0560086656279723,0.0499090313536755,-0.10890518825805541
run05,0.0,3.490909090909091,alpha,0.0570091145062645,0.0507201802025429,-0.11031454107273556
run05,0.0,3.4949494949494957,alpha,0.0580884782207838,0.0517644800451201,-0.10886837406253491
run05,0.0,3.4989898989898998,alpha,0.0591990502404353,0.052640137417872,-0.11079422382495091
run05,0.0,3.503030303030303,alpha,0.0603756170127942,0.0536359334238091,-0.11162922918960634
